Unnamed: 0,name,force,level,mechanic,equipment,primaryMuscles,secondaryMuscles,instructions,category,images,id
294,Front Squat (Clean Grip),push,intermediate,compound,barbell,quadriceps,"abdominals, glutes, hamstrings","Untuk memulai, Pertama atur bar di rak sedikit di bawah tingkat bahu. Istirahatkan bilah di atas deltoids, mendorong ke klavikula, dan menyentuh tenggorokan dengan ringan. Tangan Anda harus dalam pegangan yang bersih, Menyentuh bilah hanya dengan jari -jari Anda untuk membantu menjaga posisinya., Angkat bar dari rak dengan terlebih dahulu mendorong kaki Anda dan pada saat yang sama meluruskan tubuh Anda. Langkah menjauh dari rak dan posisikan kaki Anda menggunakan sikap medium lebar bahu dengan jari -jari kaki sedikit menunjuk. Pertahankan kepala dan siku Anda setiap saat. Ini akan menjadi posisi awal Anda., Membungkuk, Duduk di antara kaki Anda. Lanjutkan ke bawah sampai paha belakang Anda ada di betis Anda. Jaga lutut Anda sejajar dengan kaki Anda dengan secara sadar menggunakan penculik Anda untuk mendorong lutut keluar saat Anda jongkok., Mulailah menaikkan bar saat Anda menghembuskan napas dengan mendorong lantai terutama dengan tumit atau tengah kaki Anda saat Anda meluruskan kaki lagi dan kembali ke posisi awal.",strength,"0.jpg, 1.jpg",Front_Squat_Clean_Grip
295,Front Squats With Two Kettlebells,push,intermediate,compound,kettlebells,quadriceps,"calves, glutes","Bersihkan dua kettlebell ke bahu Anda. Bersihkan kettlebell ke bahu Anda dengan memanjang melalui kaki dan pinggul saat Anda menarik kettlebell ke arah bahu Anda. Putar pergelangan tangan Anda saat Anda melakukannya., Melihat lurus ke depan setiap saat, Jongkok serendah yang Anda bisa dan jeda di bagian bawah. Saat Anda berjongkok, Dorong lutut Anda. Anda harus berjongkok di antara kaki Anda, Menjaga Torso Tegak, dengan kepala dan dada Anda ke atas., Bangkit kembali dengan mengemudi melalui tumit Anda dan ulangi.",strength,"0.jpg, 1.jpg",Front_Squats_With_Two_Kettlebells
296,Front Two-Dumbbell Raise,push,beginner,isolation,dumbbell,shoulders,,"Pilih beberapa dumbel dan berdiri dengan tubuh lurus dan dumbel di depan paha Anda dengan panjang lengan dengan telapak tangan menghadap paha Anda. Ini akan menjadi posisi awal Anda., Sambil mempertahankan stasioner tubuh (tidak ada ayunan), Angkat halter ke depan dengan sedikit tikungan di siku dan telapak tangan selalu menghadap ke bawah. Terus naik sampai lengan Anda sedikit di atas paralel ke lantai. Buang napas saat Anda menjalankan bagian gerakan ini dan berhenti sejenak di bagian atas., Saat Anda menghirup, Turunkan halter kembali perlahan ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Front_Two-Dumbbell_Raise
297,Full Range-Of-Motion Lat Pulldown,pull,intermediate,compound,cable,lats,"biceps, middle back, shoulders","Entah berdiri atau duduk di bangku tinggi, Pegang dua kabel sanggurdi yang melekat pada katrol tinggi. Raih dengan tangan yang berlawanan sehingga lengan Anda bersilangan tentang Anda dan telapak tangan Anda menghadap ke depan., Menjaga dada Anda dan mempertahankan sedikit lengkungan di punggung bawah Anda, Tarik pegangannya seolah -olah Anda sedang melakukan pulldown reguler. Rentang gerak akan lebih dari busur. Selama gerakan, Putar tangan Anda sehingga di posisi bawah telapak tangan Anda saling berhadapan daripada maju. Kembalikan perlahan ke posisi awal dan ulangi.",strength,"0.jpg, 1.jpg",Full_Range-Of-Motion_Lat_Pulldown
298,Gironda Sternum Chins,pull,intermediate,compound,other,lats,"biceps, middle back","Pegang bar pull-up dengan genggaman bawah bahu., Sekarang gantung dengan lengan Anda sepenuhnya terulur dan hubungi dada Anda dan condongkan kembali. Kiat: Anda akan bersandar di seluruh gerakan. Ini akan menjadi posisi awal Anda., Mulailah menarik diri Anda ke arah bar dengan tulang belakang Anda melengkung di seluruh gerakan dan kepala Anda bersandar sejauh mungkin dari bar. Buang napas saat Anda melakukan bagian gerakan ini. Tip: Di ujung atas gerakan, Pinggul dan kaki Anda akan berada pada sudut sekitar 45 derajat ke lantai., ""Terus tarik sampai tulang selangka Anda melewati bilah dan dada bawah atau area sternum menyentuhnya. Tahan kontraksi itu sedetik. Tip: Pada saat Anda telah menyelesaikan bagian gerakan ini; kepala Anda akan sejajar dengan lantai."", Perlahan mulai kembali ke posisi awal saat Anda menghirup., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Gironda_Sternum_Chins
299,Glute Ham Raise,pull,intermediate,compound,machine,hamstrings,"calves, glutes","Mulailah dengan menyesuaikan peralatan agar sesuai dengan tubuh Anda. Tempatkan kaki Anda di atas kaki di antara rol saat Anda berbaring di wajah. Lutut Anda harus tepat di belakang bantalan., Mulailah dari bagian bawah gerakan. Jaga agar punggung Anda melengkung saat Anda memulai gerakan dengan melenturkan lutut. Dorong jari kaki Anda ke pelat kaki saat Anda melakukannya. Jaga agar tubuh bagian atas Anda tetap, dan lanjutkan sampai tubuh Anda tegak., Kembali ke posisi awal, menjaga keturunan Anda tetap terkendali.",powerlifting,"0.jpg, 1.jpg",Glute_Ham_Raise
300,Glute Kickback,push,beginner,compound,body only,glutes,hamstrings,"Berlutut di lantai atau tikar olahraga dan tekuk di pinggang dengan tangan terulur di depan Anda (tegak lurus terhadap batang tubuh) untuk masuk ke posisi push-up berlutut tetapi dengan lengan berjarak pada lebar bahu. Kepala Anda harus melihat ke depan dan tikungan lutut harus membuat sudut 90 derajat antara paha belakang dan betis. Ini akan menjadi posisi awal Anda., Saat Anda menghembuskan napas, Angkat kaki kanan Anda sampai paha belakang sejalan dengan bagian belakang sambil mempertahankan tikungan sudut 90 derajat. Kontrak glutes di seluruh gerakan ini dan tahan kontraksi di atas selama sedetik. Kiat: Di ujung gerakan kaki bagian atas harus sejajar dengan lantai sementara anak sapi harus tegak lurus terhadapnya., Kembali ke posisi awal saat Anda menghirup dan sekarang ulangi dengan kaki kiri., Lanjutkan ke kaki alternatif sampai semua pengulangan yang disarankan telah dilakukan.",strength,"0.jpg, 1.jpg",Glute_Kickback
301,Goblet Squat,push,beginner,compound,kettlebells,quadriceps,"calves, glutes, hamstrings, shoulders","Berdiri memegang kettlebell ringan di dekat tanduk dekat dada Anda. Ini akan menjadi posisi awal Anda., Jongkok di antara kaki Anda sampai paha belakang Anda berada di betis Anda. Jaga dada dan kepala dan punggung lurus., Di posisi bawah, Berhentilah dan gunakan siku untuk mendorong lutut Anda keluar. Kembali ke posisi awal, dan ulangi untuk pengulangan 10-20.",strength,"0.jpg, 1.jpg",Goblet_Squat
302,Good Morning,push,intermediate,compound,barbell,hamstrings,"abdominals, glutes, lower back","Mulailah dengan bar di rak setinggi bahu. Rak batang di bagian belakang bahu Anda seperti halnya jongkok power, tidak di atas bahu Anda. Jaga agar punggung Anda kencang, Bilah bahu terjepit bersama, Dan lutut Anda sedikit bengkok. Mundur dari rak., Mulailah dengan membungkuk di pinggul, Memindahkan mereka kembali saat Anda membungkuk hingga hampir paralel. Jaga agar punggung Anda melengkung dan tulang belakang leher Anda sesuai dengan keselarasan yang tepat., Membalikkan gerakan dengan memanjang melalui pinggul dengan glutes dan paha belakang Anda. Lanjutkan sampai Anda telah kembali ke posisi awal.",powerlifting,"0.jpg, 1.jpg",Good_Morning
303,Good Morning off Pins,push,intermediate,compound,barbell,hamstrings,"abdominals, glutes, lower back","Mulailah dengan bar di rak pada ketinggian yang sama dengan perut Anda. Membungkuk di bawah batang dan rak bar di bagian belakang bahu Anda seperti yang Anda lakukan pada squat power, tidak di atas bahu Anda. Di ketinggian yang tepat, Anda harus hampir sejajar dengan lantai saat membungkuk. Jaga agar punggung Anda kencang, Bilah bahu terjepit bersama, Dan lutut Anda sedikit bengkok. Jaga agar punggung Anda melengkung dan tulang belakang leher Anda sesuai dengan keselarasan yang tepat., Mulailah gerakan dengan memanjang melalui pinggul dengan glutes dan paha belakang Anda, Dan Anda berdiri dengan berat. Perlahan turunkan berat kembali ke pin kembali ke posisi awal.",powerlifting,"0.jpg, 1.jpg",Good_Morning_off_Pins
304,Gorilla Chin/Crunch,pull,intermediate,compound,body only,abdominals,"biceps, lats","Gantung dari batang chin-up menggunakan pegangan curang (telapak tangan menghadap Anda) yang sedikit lebih lebar dari lebar bahu., Sekarang tekuk lutut Anda pada sudut 90 derajat sehingga anak sapi sejajar dengan lantai sementara paha tetap tegak lurus terhadapnya. Ini akan menjadi posisi awal Anda., Saat Anda menghembuskan napas, Tarik diri Anda ke atas sambil menghapus lutut pada saat yang sama sampai lutut Anda berada pada tingkat dada. Anda akan berhenti naik segera setelah hidung Anda berada pada tingkat yang sama dengan bar. Kiat: Ketika Anda sampai pada titik ini, Anda juga harus menyelesaikan crunch pada saat yang sama., Perlahan mulai menghirup saat Anda kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Gorilla_Chin_Crunch
305,Groin and Back Stretch,static,intermediate,compound,body only,adductors,,"Duduklah di lantai dengan lutut ditekuk dan kaki bersama., Mengunci jari Anda di belakang kepala Anda. Ini akan menjadi posisi awal Anda., Keriting ke bawah, Membawa siku ke bagian dalam paha Anda. Setelah jeda singkat, Kembali ke posisi awal dengan kepala ke atas dan punggung lurus. Ulangi untuk 10-20 pengulangan.",stretching,"0.jpg, 1.jpg",Groin_and_Back_Stretch
306,Groiners,pull,intermediate,compound,body only,adductors,,"Mulailah dalam posisi push -up di lantai. Ini akan menjadi posisi awal Anda., Menggunakan kedua kaki, Lompat ke depan mendarat dengan kaki di sebelah tangan Anda. Pertahankan kepala Anda saat Anda melakukannya., Kembali ke posisi awal dan segera ulangi gerakan, melanjutkan pengulangan 10-20.",stretching,"0.jpg, 1.jpg",Groiners
307,Hack Squat,push,beginner,compound,machine,quadriceps,"calves, glutes, hamstrings","Tempatkan bagian belakang tubuh Anda di atas bantalan belakang mesin dan kaitkan bahu Anda di bawah bantalan bahu yang disediakan., Posisikan kaki Anda di platform menggunakan sikap sedang lebar bahu dengan jari -jari kaki sedikit menunjuk. Kiat: Pertahankan kepala Anda setiap saat dan pertahankan punggung di bantalan setiap saat., Tempatkan lengan Anda di pegangan samping mesin dan lepaskan batang pengaman (yang pada sebagian besar desain dilakukan dengan memindahkan pegangan samping dari posisi depan yang menghadap ke posisi diagonal)., Sekarang luruskan kaki Anda tanpa mengunci lutut. Ini akan menjadi posisi awal Anda. (Catatan: Untuk keperluan diskusi ini, kami akan menggunakan sikap menengah yang dijelaskan di atas yang menargetkan pengembangan secara keseluruhan; namun Anda dapat memilih salah satu dari tiga sikap yang dijelaskan di bagian penentuan posisi kaki)., Mulailah menurunkan unit dengan perlahan -lahan dengan menekuk lutut saat Anda mempertahankan postur lurus dengan kepala ke atas (kembali ke bantalan setiap saat). Lanjutkan ke bawah sampai sudut antara kaki bagian atas dan anak sapi menjadi sedikit kurang dari 90 derajat (yang merupakan titik di mana kaki bagian atas di bawah paralel dengan lantai). Tarik napas saat Anda melakukan bagian gerakan ini. Kiat: Jika Anda melakukan latihan dengan benar, Bagian depan lutut harus membuat garis lurus imajiner dengan jari kaki yang tegak lurus ke bagian depan. Jika lutut Anda melewati garis imajiner (jika mereka melewati jari kaki Anda) maka Anda menempatkan stres yang tidak semestinya pada lutut dan latihan telah dilakukan secara tidak benar., Mulailah menaikkan unit saat Anda menghembuskan napas dengan mendorong lantai terutama dengan tumit kaki Anda saat Anda meluruskan kaki lagi dan kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Hack_Squat
308,Hammer Curls,pull,beginner,isolation,dumbbell,biceps,,"Berdiri dengan tubuh Anda tegak dan halter di masing -masing tangan dipegang dengan panjang lengan. Siku harus dekat dengan batang tubuh., Telapak tangan harus menghadap ke tubuh Anda. Ini akan menjadi posisi awal Anda., Sekarang, Sambil memegang stasioner lengan atas Anda, Buang napas dan keriting berat ke depan saat tertular bisep. Terus menaikkan bobot sampai bisep sepenuhnya dikontrak dan dumbbell berada pada tingkat bahu. Tahan posisi yang dikontrak untuk sesaat saat Anda memeras bisep. Kiat: Fokus pada menjaga stasioner siku dan hanya menggerakkan lengan Anda., Setelah jeda singkat, Tarik napas dan perlahan -lahan mulai lebih rendah dumbbell kembali ke posisi awal., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Hammer_Curls
309,Hammer Grip Incline DB Bench Press,push,beginner,compound,dumbbell,chest,"shoulders, triceps","Berbaringlah di bangku condong dengan halter di setiap tangan di atas paha Anda. Telapak tangan Anda akan saling berhadapan., Dengan menggunakan paha Anda untuk membantu Anda mendapatkan dumbel, Bersihkan dumbel satu lengan pada satu waktu sehingga Anda dapat menahannya dengan lebar bahu., Sekali dengan lebar bahu, Jaga telapak tangan Anda dengan cengkeraman netral (telapak tangan saling berhadapan). Jaga agar siku tetap menyala dengan lengan atas sejalan dengan bahu (tegak lurus terhadap batang tubuh) dan siku bengkok menciptakan sudut 90 derajat antara lengan atas dan lengan bawah. Ini akan menjadi posisi awal Anda., Sekarang turunkan beban perlahan ke sisi Anda saat Anda bernafas. Tetap kendali penuh dari dumbel setiap saat., Saat Anda bernafas, Dorong dumbel menggunakan otot dada Anda. Kunci lengan Anda di posisi yang dikontrak, Tunggu sebentar dan kemudian mulai turun perlahan. Kiat: Butuh setidaknya dua kali lebih lama untuk turun daripada muncul., Ulangi gerakan untuk jumlah pengulangan yang ditentukan., Setelah selesai, Tempatkan halter kembali di paha Anda dan kemudian di lantai. Ini adalah cara paling aman untuk membuang dumbel.",strength,"0.jpg, 1.jpg",Hammer_Grip_Incline_DB_Bench_Press
310,Hamstring-SMR,static,beginner,isolation,foam roll,hamstrings,,"Dalam posisi duduk, Perpanjang kaki Anda di atas gulungan busa sehingga posisinya di bagian belakang kaki bagian atas. Tempatkan tangan Anda ke samping atau di belakang Anda untuk membantu mendukung berat badan Anda. Ini akan menjadi posisi awal Anda., Menggunakan tangan Anda, Angkat pinggul Anda dari lantai dan geser berat badan Anda pada gulungan busa ke satu kaki. Bersantai paha belakang kaki yang Anda peregangkan., Gulung busa dari bawah pinggul ke atas bagian belakang lutut, Berhenti pada titik-titik ketegangan selama 10-30 detik. Ulangi untuk kaki lainnya.",stretching,"0.jpg, 1.jpg",Hamstring-SMR
311,Hamstring Stretch,static,beginner,isolation,body only,hamstrings,,"Berbaring telentang dengan satu kaki diperpanjang di atas Anda, dengan pinggul pada sembilan puluh derajat. Jaga agar kaki yang lain rata di lantai., Loop A Belt, pita, atau tali di atas bola kaki Anda. Ini akan menjadi posisi awal Anda., Tarik sabuk untuk membuat ketegangan di betis dan paha belakang. Tahan peregangan ini selama 10-30 detik, dan ulangi dengan kaki lainnya.",stretching,"0.jpg, 1.jpg",Hamstring_Stretch
312,Handstand Push-Ups,push,expert,compound,body only,shoulders,triceps,"Dengan punggung ke tikungan dinding di pinggang dan letakkan kedua tangan di lantai dengan lebar bahu., Tendang diri Anda ke dinding dengan tangan lurus. Tubuh Anda harus terbalik dengan lengan dan kaki sepenuhnya terulur. Jaga seluruh tubuh Anda sesegar mungkin. Kiat: Jika melakukan ini untuk pertama kalinya, Mintalah Spotter membantu Anda. Juga, Pastikan Anda terus menghadap ke dinding dengan kepala, daripada melihat ke bawah., Perlahan turunkan diri Anda ke tanah saat Anda menghirup sampai kepala Anda hampir menyentuh lantai. Kiat: Sangat penting bagi Anda untuk turun lambat untuk menghindari cedera kepala., Dorong diri Anda kembali secara perlahan saat Anda menghembuskan napas sampai siku hampir terkunci., Ulangi untuk jumlah pengulangan yang disarankan.",strength,"0.jpg, 1.jpg",Handstand_Push-Ups
313,Hang Clean,pull,intermediate,compound,barbell,quadriceps,"calves, forearms, glutes, hamstrings, lower back, shoulders, traps","Mulailah dengan lebar bahu, ganda genggaman atau pegangan kait, dengan bar tergantung di posisi pertengahan paha. Punggung Anda harus lurus dan cenderung sedikit ke depan., Mulailah dengan secara agresif memanjang melalui pinggul, Lutut dan pergelangan kaki, Mengemudi berat ke atas. Saat Anda melakukannya, bahu bahu ke telinga Anda., Segera pulih dengan mengemudi melalui tumit, menjaga tubuh tetap tegak dan siku. Lanjutkan sampai Anda telah bangkit ke posisi berdiri.",olympic weightlifting,"0.jpg, 1.jpg",Hang_Clean
314,Hang Clean - Below the Knees,pull,intermediate,compound,barbell,quadriceps,"calves, forearms, glutes, hamstrings, lower back, shoulders, traps","Mulailah dengan lebar bahu, ganda genggaman atau pegangan kait, Dengan bar tergantung tepat di bawah lutut. Punggung Anda harus lurus dan cenderung sedikit ke depan., Mulailah dengan secara agresif memanjang melalui pinggul, Lutut dan pergelangan kaki, Mengemudi berat ke atas. Saat Anda melakukannya, bahu bahu ke telinga Anda. Sebagai ekstensi penuh tercapai, Transisi ke tarikan ketiga dengan secara agresif mengangkat dan melenturkan lengan dengan siku ke atas dan ke luar., Pada ekstensi puncak, Tarik diri Anda secara agresif, Memutar siku Anda di bawah bilah saat Anda melakukannya. Menerima bar di posisi squat depan, kedalamannya tergantung pada ketinggian bar di ujung tarikan ketiga. Bilah harus diseret ke bahu yang berlarut -larut, Menyentuh tenggorokan ringan dengan tangan rileks. Terus turun ke posisi jongkok bawah, yang akan membantu dalam pemulihan., Segera pulih dengan mengemudi melalui tumit, menjaga tubuh tetap tegak dan siku. Lanjutkan sampai Anda telah bangkit ke posisi berdiri.",olympic weightlifting,"0.jpg, 1.jpg",Hang_Clean_-_Below_the_Knees
