ID Program,Nama Program Latihan,Deskripsi Program,Jenis Latihan Program,Tujuan Latihan,Durasi Program (menit),Tempat Program,Peralatan Program (Ya/Tidak),Tingkat Kebugaran Program,Waktu Ideal Program,video_url,Target Gender,Rentang Usia
427,Upper Body HIIT (Versi Wanita),"Upper Body HIIT adalah latihan intensitas tinggi yang fokus pada penguatan otot bagian atas tubuh seperti dada, punggung dan lengan. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,menjaga kesehatan,25,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
428,Lower Body HIIT (Versi Wanita),"Lower Body HIIT adalah latihan intensitas tinggi yang fokus pada penguatan otot bagian bawah tubuh seperti kaki dan bokong. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular. Interval: 40 detik kerja : 20 detik istirahat. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,,25,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
429,Functional HIIT Intermediate (Versi Wanita),"Functional HIIT Intermediate adalah latihan intensitas tinggi yang fokus pada gerakan fungsional yang melibatkan seluruh tubuh. Latihan ini sangat efektif untuk meningkatkan kekuatan otot dan daya tahan kardiovaskular serta meningkatkan kemampuan fungsional sehari-hari. (Disesuaikan untuk wanita, fokus pada keamanan dan kenyamanan.)",HIIT,,20,Rumah,Tidak,Menengah,Pagi/Sore,,Wanita,18-35 Tahun
430,Knee Push Up,"Melatih otot: Dada (pectoralis), bahu (deltoid), dan trisep. Contoh gerakan: Mulai dengan posisi *plank* tinggi, lalu turunkan lutut ke lantai. Tekuk siku, turunkan dada mendekati lantai, jaga tubuh lurus dari kepala hingga lutut. Dorong kembali ke atas. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://youtu.be/WcHtt6zT3Go,Semua,18-25 Tahun
431,Incline Push Up,"Melatih otot: Dada (terutama bagian bawah), bahu, dan trisep. Contoh gerakan: Berdiri menghadap dinding atau bangku kokoh. Letakkan tangan selebar bahu di permukaan yang lebih tinggi. Turunkan dada ke arah permukaan, jaga tubuh lurus. Dorong kembali ke atas. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,25,Rumah,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=kYvM-xSYqQ0,Laki-laki,18-25 Tahun
432,Squat,"Melatih otot: Paha depan (quadriceps), paha belakang (hamstrings), bokong (glutes), dan inti. Contoh gerakan: Berdiri selebar bahu, jari kaki sedikit keluar. Tekuk lutut dan dorong bokong ke belakang seolah duduk di kursi, jaga punggung tetap lurus. Kembali ke posisi awal. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,45,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=QYg23c9E3eA,Semua,18-25 Tahun
433,Glute Bridge,"Melatih otot: Bokong (glutes) dan paha belakang (hamstrings). Contoh gerakan: Berbaring telentang, lutut ditekuk, telapak kaki menapak di lantai. Angkat pinggul dari lantai hingga tubuh membentuk garis lurus dari bahu ke lutut. Kontraksikan bokong. Turunkan perlahan. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,50,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=aG-QcK-XvX0,Semua,18-25 Tahun
434,Plank,"Melatih otot: Inti (perut, punggung bawah, obliques), bahu, dan paha depan. Contoh gerakan: Mulai dari posisi *push-up*, lalu turunkan ke lengan bawah. Jaga tubuh lurus dari kepala hingga tumit, kencangkan otot perut dan bokong. Tahan posisi ini. Reps & Istirahat: 3 set x 30-60 detik tahan, istirahat 45 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DF0S22m2Xv7o,Semua,18-25 Tahun
435,Lunges,"Melatih otot: Paha depan, paha belakang, dan bokong. Contoh gerakan: Berdiri tegak. Langkahkan satu kaki ke depan, turunkan pinggul hingga kedua lutut membentuk sudut 90 derajat. Dorong kembali ke posisi awal. Ganti kaki. Reps & Istirahat: 3 set x 10-12 repetisi per kaki, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Tidak,Pemula,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DaG-QcK-XvX0,Semua,18-25 Tahun
436,Jumping Jack,"Melatih otot: Kardio seluruh tubuh, terutama kaki dan jantung. Contoh gerakan: Mulai dengan berdiri tegak, kaki rapat, tangan di samping. Lompatkan kaki ke samping selebar bahu sambil mengangkat tangan di atas kepala. Kembali ke posisi awal. Reps & Istirahat: 3 set x 30-60 detik kerja, istirahat 30 detik antar set.",Kardio,Kardio,30,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=M0LVN44aB80,Semua,18-25 Tahun
437,High Knees,"Melatih otot: Kardio, paha depan, bokong, dan inti. Contoh gerakan: Berdiri tegak. Lari di tempat sambil mengangkat lutut setinggi mungkin ke arah dada secara bergantian dan cepat. Reps & Istirahat: 3 set x 30-60 detik kerja, istirahat 30 detik antar set.",Kardio,Kardio,25,Rumah,Tidak,Pemula,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DUqN6vLd7e1k,Semua,18-25 Tahun
438,Mountain Climber,"Melatih otot: Kardio, inti, paha depan, bahu. Contoh gerakan: Mulai dari posisi *high plank*. Tarik lutut satu per satu secara bergantian ke arah dada dengan gerakan cepat. Jaga inti tetap kencang. Reps & Istirahat: 3 set x 30-60 detik kerja, istirahat 30 detik antar set.",Kardio,Kardio,35,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=M0LVN44aB80,Semua,18-35 Tahun
439,Burpee,"Melatih otot: Kardio seluruh tubuh, paha depan, bokong, dada, bahu, trisep, inti. Contoh gerakan: Mulai berdiri, jongkok, letakkan tangan di lantai, lompatkan kaki ke belakang ke posisi *plank*. Lakukan *push-up* (opsional), lompatkan kaki ke depan, lalu lompat ke atas dengan tangan di atas kepala. Reps & Istirahat: 3 set x 8-12 repetisi, istirahat 60-90 detik antar set.",Kardio,Kardio,40,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=2TzFm9uR31g,Semua,18-35 Tahun
440,Crunches,"Melatih otot: Otot perut bagian atas (rectus abdominis). Contoh gerakan: Berbaring telentang, lutut ditekuk, tangan di belakang kepala atau menyilang di dada. Angkat kepala dan bahu dari lantai dengan mengkontraksikan otot perut. Turunkan perlahan. Reps & Istirahat: 3 set x 15-20 repetisi, istirahat 30-45 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=Qh_B14578b8,Semua,18-25 Tahun
441,Russian Twist,"Melatih otot: Otot perut miring (obliques) dan inti. Contoh gerakan: Duduk di lantai, lutut ditekuk, kaki diangkat sedikit (atau di lantai untuk modifikasi). Putar tubuh dari sisi ke sisi, sentuh tangan ke lantai di setiap sisi. Reps & Istirahat: 3 set x 15-20 repetisi per sisi, istirahat 45 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=Nn1R4rE\_00k,Semua,18-25 Tahun
442,Leg Raises,"Melatih otot: Otot perut bagian bawah (rectus abdominis) dan inti. Contoh gerakan: Berbaring telentang, tangan di samping atau di bawah bokong. Jaga kaki lurus, angkat perlahan hingga tegak lurus dengan lantai. Turunkan perlahan tanpa menyentuh lantai. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 45-60 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Pemula,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DNn1R4rE_00k,Semua,18-25 Tahun
443,Tricep Dip,"Melatih otot: Trisep (otot belakang lengan) dan bahu. Contoh gerakan: Duduk di tepi kursi atau bangku dengan tangan di samping pinggul, jari menghadap ke depan. Geser bokong dari kursi, tekuk siku hingga 90 derajat, turunkan tubuh. Dorong kembali ke atas. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,35,Rumah,Tidak,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=Nn1R4rE_00k,Semua,18-25 Tahun
444,Push Up,"Melatih otot: Dada (pectoralis), bahu (deltoid), dan trisep. Contoh gerakan: Mulai dari posisi *plank* tinggi, tangan selebar bahu. Turunkan dada mendekati lantai dengan menekuk siku. Dorong kembali ke atas. Reps & Istirahat: 3 set x 8-12 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,30,Rumah,Tidak,Menengah,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DM5Jj2uR4v64,Semua,18-35 Tahun
445,Bicep Curl Dumbbell,"Melatih otot: Bisep (otot depan lengan). Contoh gerakan: Berdiri atau duduk, pegang *dumbbell* di setiap tangan, telapak tangan menghadap ke depan. Tekuk siku dan angkat *dumbbell* ke arah bahu, jaga siku tetap di samping tubuh. Turunkan perlahan. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,45,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=LqUoB8sU81c,Semua Gender,26-35 Tahun
446,Overhead Press Dumbbell,"Melatih otot: Bahu (deltoid) dan trisep. Contoh gerakan: Duduk atau berdiri, pegang *dumbbell* di setiap tangan setinggi bahu, telapak tangan menghadap ke depan. Dorong *dumbbell* lurus ke atas kepala hingga lengan lurus (jangan kunci siku). Turunkan perlahan. Reps & Istirahat: 3-4 set x 8-12 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,55,Rumah,Ya,Lanjut,Pagi/Sore,https://www.youtube.com/watch?v=LqUoB8sU81c,Semua Gender,26-35 Tahun
447,Lompat Tali,"Melatih otot: Kardio, betis, bahu, dan koordinasi. Contoh gerakan: Lompat dengan kedua kaki bersamaan atau bergantian di atas tali yang diputar. Reps & Istirahat: 4-5 set x 60-90 detik kerja, istirahat 30-45 detik antar set.",Kardio,Kardio,25,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=M5Jj2uR4v64,Semua Gender,18-25 Tahun
448,Jogging Outdoor,"Melatih otot: Kardio, kaki (betis, paha), dan inti. Contoh gerakan: Berlari dengan kecepatan sedang di luar ruangan, fokus pada pernapasan teratur dan postur tubuh yang baik. Reps & Istirahat: Lakukan selama 30-45 menit, tidak ada istirahat set.",Kardio,Kardio,50,Outdoor,Tidak,Semua Tingkat,Pagi/Sore,https://www.youtube.com/watch?v=a_t0XU97f2c,Semua Gender,26-35 Tahun
449,Kardio Dance,"Melatih otot: Kardio seluruh tubuh, kaki, inti, dan meningkatkan koordinasi. Contoh gerakan: Ikuti koreografi tarian energik yang melibatkan gerakan kaki, tangan, dan putaran tubuh. Contoh: *salsa steps*, *grapevine*, *knee-ups* dengan musik. Reps & Istirahat: Lakukan selama 30-40 menit, istirahat singkat saat dibutuhkan.",Kardio,Kardio,45,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=UqN6vLd7e1k,Semua Gender,18-25 Tahun
450,Pilates Hundred,"Melatih otot: Otot inti (perut dalam) dan stamina pernapasan. Contoh gerakan: Berbaring telentang, lutut ditekuk atau kaki lurus ke atas. Angkat kepala dan bahu, luruskan lengan di samping tubuh. Pompa lengan ke atas dan ke bawah dengan cepat sambil menarik napas 5 hitungan dan mengembuskan napas 5 hitungan. Reps & Istirahat: 3 set x 100 pompa (10 napas), istirahat 60 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Tidak,Menengah,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DZfJ3SgP1Mek,Semua Gender,26-35 Tahun
451,Pilates Side Kick,"Melatih otot: Otot perut miring (obliques), bokong (glutes medius), dan paha luar. Contoh gerakan: Berbaring miring, tubuh lurus. Angkat kaki atas ke atas, lalu tendang ke depan dan ke belakang dengan kontrol. Reps & Istirahat: 3 set x 10-15 repetisi per sisi, istirahat 45 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Tidak,Menengah,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3D4Tf5oQ1gUuY,Semua Gender,26-35 Tahun
452,Pilates Leg Pull Front,"Melatih otot: Inti, bahu, dada, dan paha belakang. Contoh gerakan: Mulai dari posisi *plank* tinggi. Angkat satu kaki sedikit dari lantai, tahan inti tetap kencang. Turunkan dan ganti kaki. Reps & Istirahat: 3 set x 8-12 repetisi per sisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,45,Rumah,Tidak,Lanjut,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DM5G8Y2L7O5w,Semua Gender,26-35 Tahun
454,Lat Pulldown,"Melatih otot: Otot punggung lebar (latissimus dorsi), bisep, dan bahu. Contoh gerakan: Duduk di mesin *lat pulldown*, pegang palang dengan genggaman lebar. Tarik palang ke bawah ke arah dada bagian atas, fokus pada kontraksi otot punggung. Kembali perlahan. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,60,Gym,Ya,Menengah,Kapan Saja,https://www.youtube.com/watch?v=eK3t-t-q_oM,Semua Gender,26-35 Tahun
455,Chest Press Machine,"Melatih otot: Otot dada (pectoralis), bahu depan (anterior deltoid), dan trisep. Contoh gerakan: Duduk di mesin *chest press*, pegang pegangan. Dorong pegangan ke depan hingga lengan lurus (jangan kunci siku), fokus pada kontraksi otot dada. Kembali perlahan. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,60,Gym,Ya,Pemula,Kapan Saja,https://www.youtube.com/watch?v=eK3t-t-q_oM,Semua Gender,18-25 Tahun
456,Overhead Press Machine,"Melatih otot: Bahu (deltoid) dan trisep. Contoh gerakan: Duduk di mesin *shoulder press*, pegang pegangan setinggi bahu. Dorong pegangan ke atas hingga lengan lurus. Turunkan perlahan. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,60,Gym,Ya,Pemula,Kapan Saja,https://www.youtube.com/watch?v=a\_t0XU97f2c,Semua Gender,18-25 Tahun
457,Deadlift Barbell,"Melatih otot: Seluruh rantai posterior (punggung bawah, bokong, paha belakang), serta punggung atas dan inti. Contoh gerakan: Berdiri di depan *barbell*, kaki selebar bahu. Bungkuk dari pinggul, pegang *barbell* dengan genggaman lebar bahu. Angkat *barbell* dengan meluruskan pinggul dan lutut, jaga punggung tetap lurus. Turunkan perlahan. Reps & Istirahat: 3-4 set x 6-10 repetisi, istirahat 90-120 detik antar set.",Kekuatan,Kekuatan,70,Gym,Ya,Pemula,Kapan Saja,https://youtu.be/1uDiW5--rAE,Semua Gender,26-35 Tahun
458,Barbell Squat,"Melatih otot: Paha depan (quadriceps), bokong (glutes), paha belakang (hamstrings), dan inti. Contoh gerakan: Letakkan *barbell* di punggung bagian atas (bukan leher). Berdiri selebar bahu. Tekuk lutut dan dorong bokong ke belakang, turunkan tubuh seolah duduk di kursi. Kembali ke posisi awal. Reps & Istirahat: 3-4 set x 8-12 repetisi, istirahat 90-120 detik antar set.",Kekuatan,Kekuatan,75,Gym,Ya,Menengah,Kapan Saja,https://www.youtube.com/watch?v=VmE8B84P72Y,Semua Gender,26-35 Tahun
459,Romanian Deadlift,"Melatih otot: Paha belakang (hamstrings) dan bokong (glutes). Contoh gerakan: Berdiri tegak, pegang *barbell* atau *dumbbell* di depan paha. Dorong bokong ke belakang, jaga kaki sedikit ditekuk dan punggung lurus, turunkan beban di sepanjang kaki hingga merasakan regangan di paha belakang. Kembali perlahan. Reps & Istirahat: 3-4 set x 8-12 repetisi, istirahat 90 detik antar set.",Kekuatan,Kekuatan,70,Gym,Ya,Menengah,Kapan Saja,https://www.youtube.com/watch?v=VmE8B84P72Y,Semua Gender,26-35 Tahun
460,Kettlebell Swing,"Melatih otot: Rantai posterior (bokong, paha belakang, punggung bawah), serta bahu dan inti. Contoh gerakan: Berdiri selebar bahu, *kettlebell* di depan. Ayunkan *kettlebell* di antara kaki, lalu dorong pinggul kuat ke depan untuk mengayun *kettlebell* setinggi bahu. Reps & Istirahat: 3 set x 10-15 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,50,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=Kz4d-D7t57U,Semua Gender,26-35 Tahun
461,Dumbbell Thruster,"Melatih otot: Paha depan, bokong, bahu, trisep, dan inti (gerakan *compound*). Contoh gerakan: Pegang *dumbbell* di bahu. Lakukan *squat*, lalu saat berdiri dorong *dumbbell* ke atas kepala. Turunkan *dumbbell* saat Anda kembali *squat*. Reps & Istirahat: 3 set x 8-12 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=Vus2R9p5MhQ,Semua Gender,26-35 Tahun
462,Resistance Band Squat,"Melatih otot: Bokong (glutes), paha depan, paha belakang, dan otot abduktor. Contoh gerakan: Tempatkan *resistance band* tepat di atas lutut. Lakukan *squat* seperti biasa, dorong lutut keluar melawan resistensi band. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60-90 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Ya,Pemula,Pagi/Sore,https://www.youtube.com/watch?v=gC1_c0P3i7E,Semua Gender,18-25 Tahun
463,Resistance Band Row,"Melatih otot: Punggung (terutama *rhomboids* dan *latissimus dorsi*), serta bisep. Contoh gerakan: Duduk dengan kaki lurus, kaitkan *resistance band* ke telapak kaki. Tarik ujung band ke arah perut, remas bilah bahu. Kembali perlahan. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,50,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=gC1_c0P3i7E,Semua Gender,26-35 Tahun
464,Medicine Ball Russian Twist,"Melatih otot: Otot perut miring (obliques) dan inti. Contoh gerakan: Duduk di lantai, lutut ditekuk, kaki diangkat sedikit (atau di lantai untuk modifikasi), pegang *medicine ball* di depan dada. Putar tubuh dari sisi ke sisi, sentuh bola ke lantai di setiap sisi. Reps & Istirahat: 3 set x 15-20 repetisi per sisi, istirahat 45 detik antar set.",Kekuatan,Kekuatan,35,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=Qh_B14578b8,Semua Gender,26-35 Tahun
465,Stability Ball Plank,"Melatih otot: Otot inti (perut, punggung bawah) dan bahu. Contoh gerakan: Posisikan lengan bawah di atas bola stabilitas. Jaga tubuh lurus dari kepala hingga tumit seperti *plank* biasa. Pertahankan posisi stabil. Reps & Istirahat: 3 set x 30-60 detik tahan, istirahat 45 detik antar set.",Kekuatan,Kekuatan,45,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=q6t8569wX10,Semua Gender,18-25 Tahun
466,Stability Ball Leg Curl,"Melatih otot: Paha belakang (hamstrings) dan bokong. Contoh gerakan: Berbaring telentang, tumit di atas bola stabilitas, kaki lurus. Angkat pinggul dari lantai, lalu tekuk lutut dan tarik bola ke arah bokong. Luruskan kaki perlahan. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,40,Rumah,Ya,Menengah,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3Da_t0XU97f2c,Semua Gender,26-35 Tahun
467,Box Jump,"Melatih otot: Paha depan, bokong, betis, dan kardio. Contoh gerakan: Berdiri di depan kotak/bangku kokoh. Lompat dengan kedua kaki ke atas kotak, mendarat dengan lembut, lalu lompat turun atau melangkah turun. Reps & Istirahat: 3 set x 8-12 repetisi, istirahat 60-90 detik antar set.",Kardio,Kardio,30,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=H74S9m5rJ7w,Semua Gender,26-35 Tahun
468,Step Aerobik,"Melatih otot: Kardio, kaki (terutama paha dan betis), inti, dan koordinasi. Contoh gerakan: Melangkah naik dan turun dari bangku *step* dengan pola tertentu mengikuti musik. Reps & Istirahat: Lakukan selama 30-40 menit, istirahat singkat saat dibutuhkan.",Kardio,Kardio,45,Rumah,Ya,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=H74S9m5rJ7w,Semua Gender,26-35 Tahun
469,Renang Gaya Bebas,"Melatih otot: Kardio seluruh tubuh, otot punggung, dada, bahu, lengan, dan kaki. Contoh gerakan: Berenang dengan gaya bebas (freestyle) di kolam renang, fokus pada teknik pernapasan dan *stroke* yang efisien. Reps & Istirahat: Lakukan selama 45-55 menit, istirahat singkat saat membalik atau di ujung kolam.",Kardio,Kardio,60,Gym,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=GjYJp3E-t20,Semua Gender,26-35 Tahun
470,Renang Gaya Dada,"Melatih otot: Kardio, dada, bahu, trisep, dan paha bagian dalam. Contoh gerakan: Berenang dengan gaya dada, fokus pada koordinasi gerakan lengan dan kaki yang melingkar. Reps & Istirahat: Lakukan selama 45-55 menit, istirahat singkat saat membalik atau di ujung kolam.",Kardio,Kardio,60,Gym,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=Qh_B14578b8,Semua Gender,26-35 Tahun
471,Kickboxing,"Melatih otot: Kardio seluruh tubuh, lengan, kaki, inti, dan meningkatkan koordinasi. Contoh gerakan: Kombinasi *punches* (jabs, crosses, hooks, uppercuts) dan *kicks* (front kicks, roundhouse kicks) dengan intensitas tinggi. Reps & Istirahat: Lakukan selama 30-40 menit, istirahat singkat saat dibutuhkan.",Kardio,Kardio,40,Rumah,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=kYJzEw1lQG0,Semua Gender,26-35 Tahun
472,Interval Sprint Outdoor,"Melatih otot: Kardio, paha depan, paha belakang, bokong, betis. Contoh gerakan: Lari *sprint* (90% kecepatan maksimal) selama 30 detik, diikuti joging atau jalan kaki selama 60 detik. Ulangi. Reps & Istirahat: 6-10 set *sprint*, istirahat 60-90 detik antar set.",Kardio,Kardio,40,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.youtube.com/watch?v=kYJzEw1lQG0,Semua Gender,26-35 Tahun
473,Lari Tangga,"Melatih otot: Kardio, paha depan, bokong, betis, dan daya tahan. Contoh gerakan: Lari naik dan turun tangga di luar ruangan dengan kecepatan yang konsisten atau interval cepat-lambat. Reps & Istirahat: 5-8 putaran naik-turun, istirahat 60-90 detik antar putaran.",Kardio,Kardio,30,Outdoor,Tidak,Menengah,Pagi/Sore,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DM0LVN44aB80,Semua Gender,26-35 Tahun
474,Jalan Cepat Outdoor,"Melatih otot: Kardio, kaki (betis, paha), dan inti. Contoh gerakan: Berjalan dengan langkah cepat dan kuat, ayunan lengan aktif, bisa dengan menambahkan beban *ankle* atau *hand weights* untuk intensitas lebih. Reps & Istirahat: Lakukan selama 25-35 menit, tidak ada istirahat set.",Kardio,Kardio,45,Outdoor,Tidak,Semua Tingkat,Pagi/Sore,https://www.youtube.com/watch?v=f21Fw58D46A,Semua Gender,18-25 Tahun
475,Treadmill Interval,"Melatih otot: Kardio, paha depan, paha belakang, betis. Contoh gerakan: Berjalan cepat atau berlari di *treadmill* selama 2-3 menit, lalu tingkatkan kecepatan/tanjakan selama 1-2 menit, lalu kembali ke kecepatan awal. Ulangi. Reps & Istirahat: Lakukan selama 30-40 menit, istirahat singkat sesuai interval.",Kardio,Kardio,35,Gym,Ya,Pemula,Kapan Saja,https://www.youtube.com/watch?v=f21Fw58D46A,Semua Gender,18-25 Tahun
476,Elliptical Trainer,"Melatih otot: Kardio seluruh tubuh, kaki, bokong, dan lengan. Contoh gerakan: Gerakan elips pada mesin *elliptical*, bisa menggunakan pegangan untuk melatih tubuh bagian atas. Reps & Istirahat: Lakukan selama 30-45 menit, tidak ada istirahat set.",Kardio,Kardio,40,Gym,Ya,Semua Tingkat,Kapan Saja,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DQh_B14578b8,Semua Gender,18-25 Tahun
477,Rowing Machine,"Melatih otot: Kardio, punggung, kaki (paha depan, paha belakang, bokong), inti, dan lengan. Contoh gerakan: Duduk di mesin *rowing*, dorong kaki, tarik pegangan ke arah perut sambil meluruskan kaki. Kembali perlahan. Reps & Istirahat: 3-4 set x 500 meter atau 5-10 menit, istirahat 90 detik antar set.",Kardio,Kardio,45,Gym,Ya,Menengah,Kapan Saja,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DkYJzEw1lQG0,Semua Gender,26-35 Tahun
478,Hyperextension (Back Extension),"Melatih otot: Punggung bawah (erector spinae), bokong, dan paha belakang. Contoh gerakan: Berbaring telungkup di bangku *hyperextension* dengan pinggul bertumpu pada bantalan. Turunkan tubuh bagian atas hingga punggung bawah meregang, lalu angkat kembali hingga tubuh lurus. Reps & Istirahat: 3 set x 12-15 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,30,Gym,Ya,Menengah,Kapan Saja,https://www.youtube.com/watch?v=gC1_c0P3i7E,Semua Gender,26-35 Tahun
479,Face Pull,"Melatih otot: Bahu belakang (posterior deltoid), punggung atas (rhomboids, trapezius), dan rotasi manset bahu. Contoh gerakan: Gunakan mesin kabel di *gym* dengan tali dua ujung. Tarik tali ke arah wajah Anda, sikut melebar dan sejajar bahu. Remas bilah bahu saat menarik. Reps & Istirahat: 3 set x 12-18 repetisi, istirahat 60 detik antar set.",Kekuatan,Kekuatan,30,Gym,Ya,Menengah,Kapan Saja,https://www.google.com/search?q=https://www.youtube.com/watch%3Fv%3DgC1_c0P3i7E,Semua Gender,26-35 Tahun
480,Donkey Kicks,"Melatih otot bokong (glutes) dan paha belakang. Mulai dari posisi merangkak (tangan di bawah bahu, lutut di bawah pinggul). Angkat satu kaki ke belakang dan ke atas dengan lutut tetap ditekuk 90 derajat, seolah menendang langit-langit. Turunkan perlahan. Reps & Istirahat: 3 set x 15-20 repetisi per kaki, istirahat 45 detik antar set.",Kekuatan,Meningkatkan massa otot,20,Rumah,Tidak,Pemula,Kapan Saja,https://youtu.be/SJ1Xuz9D-ZQ,Wanita,18-25 Tahun
481,Fire Hydrants,"Melatih otot bokong bagian samping (gluteus medius) dan pinggul. Mulai dari posisi merangkak. Jaga lutut tetap ditekuk 90 derajat, angkat satu lutut ke samping setinggi pinggul, seperti anjing yang buang air kecil. Turunkan perlahan. Reps & Istirahat: 3 set x 15-20 repetisi per sisi, istirahat 45 detik antar set.",Kekuatan,Meningkatkan massa otot,20,Rumah,Tidak,Pemula,Kapan Saja,https://youtu.be/La3xYT8MGks,Wanita,18-25 Tahun
483,Hip Thrust (Tanpa Beban),"Latihan terbaik untuk mengisolasi dan membangun otot bokong (glutes). Posisikan punggung atas di tepi bangku atau sofa. Tekuk lutut dengan kaki menapak di lantai. Dorong pinggul ke atas hingga tubuh lurus dari bahu ke lutut. Kontraksikan bokong di puncak gerakan. Reps & Istirahat: 3 set x 15-20 repetisi, istirahat 60 detik antar set.",Kekuatan,Meningkatkan massa otot,25,Rumah,Ya,Pemula,Kapan Saja,https://youtu.be/SEdqd1n0cvg,Wanita,18-25 Tahun
